ACCIDENT_NUMBER,EVENT_DATE,YEAR,CITY,STATE,LATITUDE,LONGITUDE,INJURY_SEVERITY,AIRCRAFT_DAMAGE,AIRCRAFT_CATEGORY,MAKE,MODEL,TOTAL_FATALITIES,TOTAL_INJURIES,TOTAL_UNINJURED
CEN20LA322,8/2/2020,2020,JONESBORO, LA,32.213333,-92.729721,SERIOUS,SUBSTANTIAL,AIRPLANE,QUAD CITY,CHALLENGER,0,2,0
WPR20LA256,8/2/2020,2020,SAN JOSE, CA,37.337776,-121.800277,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,2
CEN20CA349,8/1/2020,2020,BENTONVILLE, AR,36.345275,-94.219444,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,T206,0,0,2
ERA20LA271,8/1/2020,2020,DUNNELLON, FL,29.061388,-82.397224,FATAL,SUBSTANTIAL,AIRPLANE,AMERICAN AVIATION,AA 5,1,0,0
ERA20LA274,8/1/2020,2020,HONESDALE, PA,41.515556,-75.251663,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA32RT,0,0,5
CEN20LA321,8/1/2020,2020,SEILING, OK,36.15139,-98.933891,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28R,0,0,4
ERA20LA270,8/1/2020,2020,SUMTER, SC,33.959167,-80.332221,MINOR,SUBSTANTIAL,AIRPLANE,PIPER,PA31,0,2,0
WPR20CA275,8/1/2020,2020,SUSANVILLE, CA,40.650276,-120.768608,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,A185,0,0,2
CEN20CA320,7/31/2020,2020,MEMPHIS, MO,40.396945,-92.181663,MINOR,SUBSTANTIAL,AIRPLANE,CESSNA,A188,0,1,0
ANC20LA074A,7/31/2020,2020,SOLDOTNA, AK,60.495555,-151.01693,FATAL,DESTROYED,AIRPLANE,DE HAVILLAND,DHC-2,7,0,0
ANC20LA074B,7/31/2020,2020,SOLDOTNA, AK,60.495555,-151.01693,FATAL,DESTROYED,AIRPLANE,PIPER,PA 12,7,0,0
WPR20LA246A,7/30/2020,2020,ELGIN, NV,37.361667,-114.56639,FATAL,DESTROYED,AIRPLANE,AIR TRACTOR,AT802,2,0,0
WPR20LA246B,7/30/2020,2020,ELGIN, NV,37.361667,-114.56639,FATAL,DESTROYED,AIRPLANE,AIR TRACTOR,AT802,2,0,0
WPR20LA245,7/30/2020,2020,ENNIS, MT,45.389999,-111.558052,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,337,1,2,0
WPR20LA247,7/30/2020,2020,HOLTVILLE, CA,32.763053,-115.276947,MINOR,SUBSTANTIAL,HELICOPTER,BELL,OH58A,0,1,0
WPR20LA244,7/29/2020,2020,PIOCHE, NV,37.919998,-114.54,FATAL,DESTROYED,AIRPLANE,AMERICAN EUROCOPTER,AS350,2,0,0
CEN20LA314,7/28/2020,2020,HOUSTON, TX,29.759885,-95.369461,SERIOUS,DESTROYED,AIRPLANE,PIPER,PA28R,0,2,0
ERA20LA262,7/28/2020,2020,MALBIS, AL,30.713333,-87.705001,FATAL,SUBSTANTIAL,AIRPLANE,BEECH,F33,2,0,0
CEN20LA309,7/27/2020,2020,CORSICA, SD,43.428333,-98.244445,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,A188,1,0,0
CEN20CA312,7/27/2020,2020,TIRO, OH,40.914722,-82.79,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT 602,0,0,1
CEN20CA313,7/27/2020,2020,DAKOTA, IL,42.439445,-89.515274,NON-FATAL,SUBSTANTIAL,HELICOPTER,ROBINSON,R44,0,0,1
CEN20CA316,7/27/2020,2020,HEBRON, NE,40.151943,-97.584442,MINOR,SUBSTANTIAL,HELICOPTER,ROBINSON,R44,0,1,0
WPR20LA239,7/26/2020,2020,HENEFER, UT,40.986667,-111.529724,MINOR,SUBSTANTIAL,AIRPLANE,VANS,RV7,0,1,0
CEN20CA308,7/26/2020,2020,HILLSBORO, IL,39.2425,-89.550834,SERIOUS,SUBSTANTIAL,AIRPLANE,MAULE,MXT7,0,1,0
CEN20CA310,7/25/2020,2020,ANGOLA, IN,41.636665,-85.086112,MINOR,SUBSTANTIAL,AIRPLANE,CHAMPION,7GCBC,0,1,1
CEN20LA306,7/25/2020,2020,GRANT, NE,40.747222,-101.709999,FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT502,1,0,0
CEN20CA307,7/25/2020,2020,IMPERIAL, NE,40.406944,-101.6175,SERIOUS,SUBSTANTIAL,AIRPLANE,VANS,VANS RV 6,0,2,0
CEN20LA305,7/25/2020,2020,SAN ANTONIO, TX,29.331388,-98.464164,FATAL,DESTROYED,AIRPLANE,PIPER,PA28,1,2,0
WPR20LA238,7/25/2020,2020,WEST JORDAN, UT,40.618331,-111.988891,FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA32R,3,3,0
WPR20LA237,7/24/2020,2020,TEHACHAPI, CA,35.136112,-118.446388,FATAL,SUBSTANTIAL,AIRPLANE,VANS,VANS RV-8,1,0,0
CEN20LA304,7/24/2020,2020,MONROVIA, IN,39.570644,-86.500495,FATAL,DESTROYED,HELICOPTER,BRANTLY,B2B,1,0,0
WPR20CA254,7/22/2020,2020,CLEARWATER, OR,43.223331,-122.421112,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182,0,0,4
CEN20LA301,7/22/2020,2020,IDABEL, OK,33.900001,-94.830001,NON-FATAL,SUBSTANTIAL,AIRPLANE,VANS,RV4,0,0,2
CEN20CA303,7/22/2020,2020,JACKSONVILLE, AR,34.856109,-92.081108,NON-FATAL,SUBSTANTIAL,AIRPLANE,STEARMAN,N2S 3,0,0,1
WPR20LA234,7/22/2020,2020,JAMUL, CA,32.689418,-116.800552,NON-FATAL,SUBSTANTIAL,AIRPLANE,MONTANA,COYOTE,0,0,2
ERA20LA259,7/22/2020,2020,MONTGOMERY, AL,32.301387,-86.395278,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,400,0,0,2
CEN20CA298,7/21/2020,2020,CAMBRIDGE, MN,45.558055,-93.264442,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180,0,0,2
WPR20LA235,7/21/2020,2020,THOMPSON FALLS, MT,47.560214,-115.44046,NON-FATAL,SUBSTANTIAL,HELICOPTER,MCDONNELL DOUGLAS,600,0,0,1
CEN20CA296,7/20/2020,2020,BLOOMINGTON, IN,39.160556,-86.541389,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,170B,0,0,1
CEN20LA294,7/20/2020,2020,HARLAN, IA,41.6506,-95.31948,NON-FATAL,SUBSTANTIAL,AIRPLANE,ROCKWELL,S2R,0,0,1
ERA20LA258,7/20/2020,2020,POTTSTOWN, PA,40.2775,-75.787223,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182,0,0,3
CEN20CA300,7/20/2020,2020,DICKEYVILLE, WI,42.625278,-90.587776,NON-FATAL,SUBSTANTIAL,HELICOPTER,ROBINSON,R44,0,0,1
WPR20LA228,7/20/2020,2020,SAN ANDREAS, CA,38.123611,-120.773056,NON-FATAL,DESTROYED,HELICOPTER,MD HELICOPTER,600,0,0,3
WPR20CA233,7/19/2020,2020,BEAR VALLEY, AK,61.057498,-149.729995,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180,0,0,2
WPR20LA229,7/19/2020,2020,COLLEGE PLACE, WA,46.046943,-118.417221,NON-FATAL,SUBSTANTIAL,AIRPLANE,COSTRUZIONI AERONAUTICHE TECNA,P2004 BRAVO,0,0,2
CEN20LA291,7/18/2020,2020,ARLINGTON, TX,32.663887,-97.094169,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,140,0,0,2
CEN20LA292,7/18/2020,2020,BURNS FLAT, OK,35.381668,-99.20111,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,A23-24,0,0,4
CEN20LA290,7/18/2020,2020,LOVELAND, OH,39.267501,-84.26583,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA22,0,0,1
WPR20CA230,7/18/2020,2020,RENO, NV,39.663055,-119.881668,NON-FATAL,SUBSTANTIAL,AIRPLANE,SEELE,XPA-18,0,0,2
CEN20CA289,7/17/2020,2020,GLENWOOD SPRINGS, CO,39.506111,-107.309165,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,305,0,0,2
WPR20LA225,7/17/2020,2020,GRIMES, CA,39.040515,-121.89936,NON-FATAL,SUBSTANTIAL,AIRPLANE,VANS,RV 8,0,0,2
CEN20CA317,7/17/2020,2020,OSCEOLA, WI,45.309444,-92.690002,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,120,0,0,2
WPR20LA224,7/17/2020,2020,MEHAMA, OR,44.794723,-122.619163,FATAL,DESTROYED,HELICOPTER,HILLER,UH 12D,1,0,0
CEN20LA288,7/16/2020,2020,INDEPENDENCE, MO,39.125278,-94.331947,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,36,0,0,1
CEN20CA285,7/15/2020,2020,ROCHESTER, IN,41.065555,-86.181663,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,A185,0,0,2
WPR20LA223,7/15/2020,2020,VAUGHN, NM,34.598331,-105.198608,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 30,0,0,2
ERA20CA253,7/15/2020,2020,WASHINGTON, NC,35.561111,-76.231941,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT502,0,0,1
ANC20LA069,7/14/2020,2020,BIRCH CREEK, AK,66.576385,-145.255004,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT802,0,0,1
CEN20CA281,7/14/2020,2020,HOUSTON, TX,29.506111,-95.476943,NON-FATAL,SUBSTANTIAL,AIRPLANE,CHAMPION,7GCBC,0,0,2
ERA20CA252,7/14/2020,2020,MANVILLE, NJ,40.524444,-74.598335,MINOR,SUBSTANTIAL,AIRPLANE,FURLONG,CA-6,0,1,0
CEN20CA280,7/14/2020,2020,NEW CARLISLE, OH,39.931388,-84.016944,NON-FATAL,SUBSTANTIAL,AIRPLANE,WACO,YKC,0,0,1
CEN20CA284,7/14/2020,2020,SPRING, TX,30.054166,-95.551666,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,95 55,0,0,2
ERA20LA247B,7/13/2020,2020,FORT LAUDERDALE, FL,26.198333,-80.163055,NON-FATAL,SUBSTANTIAL,AIRPLANE,BRITTEN NORMAN,BN2A,0,0,2
ERA20LA247A,7/13/2020,2020,FORT LAUDERDALE, FL,26.198333,-80.163055,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,2
WPR20CA222,7/13/2020,2020,HAYWARD, CA,37.658889,-122.121665,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,152,0,0,2
WPR20CA220,7/13/2020,2020,PORT TOWNSEND, WA,48.05389,-122.810554,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,A185,0,0,2
WPR20CA219,7/12/2020,2020,CONCORD, CA,37.989723,-122.056945,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,1
ERA20LA245,7/12/2020,2020,FALMOUTH, KY,38.641666,-84.197776,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,177,0,0,1
CEN20LA276,7/12/2020,2020,KEOKUK, IA,40.442779,-91.424163,NON-FATAL,SUBSTANTIAL,AIRPLANE,ROCKWELL,S2R R1340,0,0,1
WPR20CA227,7/12/2020,2020,MCCALL, ID,45.150554,-114.999443,NON-FATAL,SUBSTANTIAL,AIRPLANE,CHAMPION,7GCBC,0,0,1
CEN20CA277,7/12/2020,2020,RAND, CO,40.543334,-106.193885,MINOR,SUBSTANTIAL,AIRPLANE,KITFOX,KITFOX SPORT,0,1,0
WPR20CA218,7/12/2020,2020,RICHLAND, WA,46.410278,-119.585556,NON-FATAL,SUBSTANTIAL,AIRPLANE,RANS,S6,0,0,2
CEN20LA272,7/11/2020,2020,GROSSE ILE, MI,42.130924,-83.150482,FATAL,DESTROYED,AIRPLANE,GOLDEN CIRCLE AIR,T-BIRD,1,0,0
WPR20CA221,7/11/2020,2020,PRESTON, ID,42.106945,-111.912498,NON-FATAL,SUBSTANTIAL,AIRPLANE,QUICKIE,Q2,0,0,1
WPR20LA216,7/11/2020,2020,ELY, NV,39.2975,-114.748054,FATAL,DESTROYED,GLIDER,SCHLEICHER,ASW27,1,0,0
CEN20LA273,7/11/2020,2020,RIFLE, CO,39.524166,-107.727218,SERIOUS,DESTROYED,HELICOPTER,AEROSPATIALE,AS355,0,2,0
CEN20LA279,7/10/2020,2020,DALHART, TX,36.060832,-102.518608,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT502,0,0,1
CEN20LA271,7/10/2020,2020,DUSTIN, OK,35.154167,-95.987777,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,T188,1,0,0
WPR20CA232,7/10/2020,2020,NENANA, AK,64.138053,-147.986663,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,U206,0,0,3
CEN20LA278,7/10/2020,2020,SPRINGFIELD, CO,37.443054,-102.61444,FATAL,DESTROYED,AIRPLANE,GRUMMAN,G164,1,0,0
ERA20CA250,7/9/2020,2020,AUBURN, ME,44.04861,-70.283607,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,1
CEN20LA270,7/9/2020,2020,PEMBINA, ND,48.991943,-97.375831,SERIOUS,DESTROYED,AIRPLANE,CESSNA,188,0,1,0
WPR20CA255,7/9/2020,2020,RAMONA, CA,33.039165,-116.915275,MINOR,SUBSTANTIAL,WEIGHT-SHIFT,AIR CREATION/SIDES RICK A,MANTA 503,0,1,0
WPR20CA217,7/8/2020,2020,ABSAROKEE, MT,45.499168,-109.435279,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182,0,0,1
WPR20LA215,7/8/2020,2020,PORT ORCHARD, WA,47.468055,-122.564445,SERIOUS,SUBSTANTIAL,AIRPLANE,CESSNA,150,0,1,0
CEN20LA282,7/8/2020,2020,VENICE, LA,29.479999,-89.341667,NON-FATAL,SUBSTANTIAL,HELICOPTER,ROBINSON,R22,0,0,1
CEN20LA268,7/7/2020,2020,BUENA VISTA, CO,38.81361,-106.121391,SERIOUS,SUBSTANTIAL,AIRPLANE,MOONEY,M20TN,0,1,0
WPR20LA212,7/7/2020,2020,LAKE TAHOE, CA,38.840721,-120.010032,FATAL,DESTROYED,AIRPLANE,CESSNA,172,2,0,0
WPR20LA211,7/7/2020,2020,PAYSON, AZ,34.271945,-111.527496,FATAL,DESTROYED,HELICOPTER,BELL,UH1H,1,0,0
ERA20CA240,7/6/2020,2020,BARDSTOWN, KY,37.814445,-85.499725,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28R,0,0,2
CEN20LA267,7/6/2020,2020,MANKATO, KS,39.804164,-98.220558,SERIOUS,SUBSTANTIAL,AIRPLANE,TITAN,TORNADO,0,1,0
WPR20CA214,7/6/2020,2020,MARION, MT,48.094722,-114.851669,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 18A-135,0,0,1
CEN20LA266,7/6/2020,2020,PAULS VALLEY, OK,34.749168,-97.26889,MINOR,DESTROYED,AIRPLANE,LANCAIR,LANCAIR,0,1,0
WPR20CA213,7/6/2020,2020,REDMOND, OR,44.254165,-121.152221,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,33,0,0,2
ANC20LA065,7/5/2020,2020,ANCHORAGE, AK,61.159,-149.989196,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180,0,0,2
WPR20LA226,7/5/2020,2020,CHINO, CA,33.976387,-117.634719,NON-FATAL,SUBSTANTIAL,AIRPLANE,BOEING,B75,0,0,2
WPR20FA206A,7/5/2020,2020,COEUR DALENE, ID,47.519165,-116.82638,FATAL,DESTROYED,AIRPLANE,CESSNA,TU206,8,0,0
WPR20FA206B,7/5/2020,2020,COEUR DALENE, ID,47.519165,-116.82638,FATAL,DESTROYED,AIRPLANE,DE HAVILLAND,DHC-2,8,0,0
CEN20LA263,7/5/2020,2020,EVELETH, MN,47.46051,-92.540481,MINOR,DESTROYED,AIRPLANE,PIPER,PA32,0,2,0
WPR20CA205,7/5/2020,2020,SEDONA, AZ,34.863887,-111.791946,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,23,0,0,2
WPR20CA208,7/4/2020,2020,NEENAH, WI,44.159999,-88.559448,NON-FATAL,SUBSTANTIAL,AIRPLANE,MOONEY,M20E,0,0,1
ERA20CA254,7/4/2020,2020,OOLTEWAH, TN,35.079723,-85.050277,NON-FATAL,SUBSTANTIAL,AIRPLANE,LOCKWOOD,AIRCAM,0,0,2
CEN20LA262,7/4/2020,2020,REVENNA, TX,32.7788815,-96.8008127,MINOR,SUBSTANTIAL,AIRPLANE,BEECH,35,0,1,1
ANC20LA064,7/4/2020,2020,SOLDOTNA, AK,60.45,-150.933334,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA22,0,0,1
ANC20CA066,7/4/2020,2020,TYONEK, AK,61.220001,-152.16,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA22,0,0,2
CEN20LA264,7/4/2020,2020,WOOSTER, OH,40.873611,-81.883888,NON-FATAL,SUBSTANTIAL,HELICOPTER,MBB,BK117,0,0,4
CEN20CA275,7/4/2020,2020,FREEDOM, WI,44.376388,-88.271385,NON-FATAL,SUBSTANTIAL,POWERED PARACHUTE,CONDOR,CONDOR,0,0,2
WPR20LA203,7/3/2020,2020,ALPINE, UT,40.499168,-111.658058,FATAL,DESTROYED,AIRPLANE,CESSNA,172,4,0,0
CEN20LA287,7/3/2020,2020,DES ARC, AR,34.976112,-91.456947,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT 602,0,0,1
CEN20LA260,7/3/2020,2020,PORT OCONNER, TX,28.445278,-96.441108,NON-FATAL,SUBSTANTIAL,AIRPLANE,CHAMPION,7EC,0,0,2
ERA20LA237,7/3/2020,2020,TITUSVILLE, FL,28.516387,-80.799163,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA46,0,0,3
CEN20LA259,7/3/2020,2020,VAN ALSTYNE, TX,33.410587,-96.57077,MINOR,SUBSTANTIAL,AIRPLANE,LANKENAU,SOPWITH 9400,0,1,1
CEN20LA269,7/3/2020,2020,WELDON, AR,35.462776,-91.17694,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT 602,0,0,1
CEN20LA261,7/3/2020,2020,DES MOINES, IA,41.518333,-93.682502,MINOR,DESTROYED,HELICOPTER,ENSTROM,280,0,1,0
ERA20CA239,7/2/2020,2020,CRYSTAL RIVER, FL,28.87,-82.569999,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,76,0,0,2
CEN20LA265,7/2/2020,2020,MARKSVILLE, LA,31.1,-92.224441,SERIOUS,SUBSTANTIAL,AIRPLANE,TITAN,TITAN TORNADO,0,2,0
ANC20CA063,7/2/2020,2020,NIKOLAI, AK,62.553054,-153.38194,NON-FATAL,SUBSTANTIAL,AIRPLANE,STINSON,108,0,0,2
ERA20CA241,7/2/2020,2020,PLATTSBURGH, NY,44.636112,-73.425277,NON-FATAL,SUBSTANTIAL,AIRPLANE,AVIAT,A1,0,0,2
WPR20CA204,7/2/2020,2020,SAN DIEGO, CA,32.815834,-117.139442,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,A185,0,0,1
CEN20LA286,7/2/2020,2020,WELCH, LA,31.169389,-91.86827,NON-FATAL,SUBSTANTIAL,HELICOPTER,ROBINSON,R44,0,0,1
CEN20CA255,7/1/2020,2020,BRAINERD, MN,46.306388,-94.176391,MINOR,SUBSTANTIAL,AIRPLANE,PIPER,PA18A-150,0,1,1
CEN20LA258,7/1/2020,2020,BRIDGEPORT, TX,33.162776,-97.824165,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,0,0,3
ERA20CA235,7/1/2020,2020,CHESAPEAKE, VA,36.5725,-76.343055,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,1
ERA20CA236,7/1/2020,2020,MEADVILLE, PA,41.626667,-80.214721,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,2
ERA20LA234,7/1/2020,2020,OCALA, FL,29.0925,-82.031944,FATAL,SUBSTANTIAL,AIRPLANE,EVEKTOR AEROTECHNIK,SPORTSTAR,1,0,0
CEN20LA256,7/1/2020,2020,ROUND ROCK, TX,30.559444,-97.704719,FATAL,DESTROYED,AIRPLANE,CESSNA,320,1,0,0
WPR20LA201,6/30/2020,2020,BEND, OR,44.1025,-121.197776,FATAL,DESTROYED,GLIDER,AVIA STROITEL,AC-5M,1,0,0
WPR20CA200,6/29/2020,2020,MCMINNVILLE, OR,45.194442,-123.136108,NON-FATAL,SUBSTANTIAL,AIRPLANE,VANS,RV-8,0,0,2
ANC20CA062,6/28/2020,2020,JUNEAU, AK,58.141387,-134.37722,NON-FATAL,SUBSTANTIAL,AIRPLANE,CUB CRAFTERS,CCK-1865,0,0,2
CEN20CA253,6/27/2020,2020,DAVENPORT, IA,41.612499,-90.588333,MINOR,SUBSTANTIAL,AIRPLANE,BEECH,23,0,2,1
CEN20LA252,6/27/2020,2020,DENVER, CO,39.749023,-105.00098,MINOR,SUBSTANTIAL,AIRPLANE,PIPER,PA28R,0,1,3
CEN20CA254,6/27/2020,2020,ERIE, MI,41.77639,-83.446945,MINOR,SUBSTANTIAL,AIRPLANE,VOLMER,VJ22,0,1,0
CEN20LA248,6/27/2020,2020,ZAVALLA, TX,31.1875,-94.340835,FATAL,DESTROYED,AIRPLANE,PIPER,PA32R,1,0,0
WPR20CA197,6/27/2020,2020,PIOCHE, NV,37.981109,-114.604721,NON-FATAL,SUBSTANTIAL,HELICOPTER,ROBINSON,R44,0,0,3
WPR20LA196,6/25/2020,2020,CENTERVILLE, UT,40.779167,-111.895835,FATAL,DESTROYED,AIRPLANE,KOSTRAZEWA ANDRE,SONEX LIGHT SPORT,2,0,0
CEN20CA251,6/25/2020,2020,MINNEAPOLIS, MN,45.145278,-93.211944,NON-FATAL,SUBSTANTIAL,AIRPLANE,SONEX,ONEX,0,0,1
CEN20CA250,6/25/2020,2020,RED WING, MN,44.589443,-92.485,NON-FATAL,SUBSTANTIAL,AIRPLANE,HATZ,HATZ CB 1,0,0,1
ERA20LA229,6/25/2020,2020,COCONUT CREEK, FL,26.26361,-80.099998,SERIOUS,SUBSTANTIAL,HELICOPTER,BELL,206,0,1,0
CEN20CA247,6/24/2020,2020,FREDERICKSBURG, TX,30.243333,-98.909164,NON-FATAL,SUBSTANTIAL,AIRPLANE,CUB CRAFTERS INC,CC19-180,0,0,1
WPR20CA195,6/24/2020,2020,LIBERTY, UT,41.316387,-111.847778,MINOR,SUBSTANTIAL,AIRPLANE,CAPELLA,XLS,0,1,0
WPR20LA193,6/24/2020,2020,UPLAND, CA,34.109443,-117.694999,SERIOUS,SUBSTANTIAL,AIRPLANE,THATCHER,CX4,0,1,0
CEN20LA245,6/24/2020,2020,WINFIELD, TX,33.164165,-95.147499,SERIOUS,SUBSTANTIAL,AIRPLANE,CESSNA,182,0,1,0
WPR20CA198,6/24/2020,2020,YELLOW PINE, ID,45.150554,-114.999443,NON-FATAL,SUBSTANTIAL,AIRPLANE,MAULE,M7,0,0,1
ERA20CA225,6/23/2020,2020,HOLLYWOOD, FL,26.001111,-80.240837,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,152,0,0,1
WPR20LA194,6/23/2020,2020,IMNAHA, OR,45.427776,-116.693885,SERIOUS,SUBSTANTIAL,AIRPLANE,CESSNA,182,0,2,2
CEN20CA244,6/23/2020,2020,PISGAH, IA,41.83139,-95.925552,SERIOUS,SUBSTANTIAL,AIRPLANE,COYOTE,S-6ES,0,1,0
WPR20CA231,6/23/2020,2020,ST ANTHONY, ID,43.946666,-111.692222,NON-FATAL,SUBSTANTIAL,AIRPLANE,CHAD LEWIS,KITFOX SUPER SPORT,0,0,2
WPR20LA191,6/23/2020,2020,HAYDEN, ID,47.775001,-116.895553,FATAL,DESTROYED,HELICOPTER,ENSTROM,280,1,1,0
WPR20LA190,6/23/2020,2020,NORTH LAS VEGAS, NV,36.11861,-115.331108,NON-FATAL,SUBSTANTIAL,HELICOPTER,SCHWEIZER,269C,0,0,2
ERA20CA223,6/22/2020,2020,MONROE, NC,34.998889,-80.644165,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA18,0,0,1
ERA20CA226,6/22/2020,2020,SHELBY, NC,35.254165,-81.525001,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150,0,0,1
WPR20LA189,6/21/2020,2020,MINDEN, NV,38.996944,-119.754997,MINOR,DESTROYED,HELICOPTER,AEROSPATIALE,SA342J,0,2,0
CEN20CA240,6/21/2020,2020,SHEFFIELD, TX,30.653888,-101.787498,NON-FATAL,SUBSTANTIAL,HELICOPTER,SCHWEIZER,269C,0,0,1
CEN20CA238,6/20/2020,2020,CAMBRIDGE, OH,39.974998,-81.577499,NON-FATAL,SUBSTANTIAL,AIRPLANE,GREAT LAKES,2T 1A,0,0,1
CEN20LA239,6/20/2020,2020,MILLERSPORT, OH,39.890403,-82.539581,NON-FATAL,DESTROYED,AIRPLANE,CESSNA,150,0,0,1
CEN20CA236,6/19/2020,2020,MARTINTON, IL,40.95972,-87.760559,NON-FATAL,SUBSTANTIAL,AIRPLANE,BELLANCA,1730A,0,0,2
WPR20LA187,6/18/2020,2020,COEUR D ALENE, ID,47.590335,-116.909194,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,310,0,0,3
ERA20LA220,6/18/2020,2020,PIKEVILLE, NC,35.444721,-77.925003,FATAL,SUBSTANTIAL,HELICOPTER,ROBINSON,R66,1,0,0
ANC20CA061,6/17/2020,2020,CHIGNIK LAGOON, AK,56.310554,-158.53555,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,A36,0,0,1
WPR20CA185,6/17/2020,2020,CLOVIS, NM,34.426666,-103.077499,NON-FATAL,SUBSTANTIAL,AIRPLANE,VANS,RV 6,0,0,2
CEN20CA235,6/17/2020,2020,GYPSOM, CO,39.640556,-106.909721,NON-FATAL,SUBSTANTIAL,AIRPLANE,CUB CRAFTERS,CCX-2000-0086,0,0,1
ERA20LA219,6/17/2020,2020,MCALPIN, FL,30.129138,-82.959373,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,152,0,0,2
CEN20CA233,6/17/2020,2020,MOUNT VICTORY, OH,40.372222,-83.511665,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,J3C-65,0,0,1
CEN20LA234,6/17/2020,2020,PINE BLUFF, AR,34.206665,-91.873886,SERIOUS,DESTROYED,AIRPLANE,AIR TRACTOR,AT402,0,1,0
ERA20LA217,6/16/2020,2020,ATMORE, AL,31.101388,-87.538887,FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT502,1,0,0
WPR20CA184,6/16/2020,2020,MARICOPA, AZ,32.987777,-111.918052,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,P210,0,0,1
CEN20CA230,6/16/2020,2020,EL CAMPO, TX,29.190555,-96.249168,NON-FATAL,SUBSTANTIAL,HELICOPTER,ROBINSON,R22,0,0,1
CEN20CA231,6/16/2020,2020,FRANKFORT, OH,39.354999,-83.253608,SERIOUS,MINOR,POWERED PARACHUTE,DESTINY,XLT,0,1,0
