ACCIDENT_NUMBER,EVENT_DATE,YEAR,CITY,STATE,LATITUDE,LONGITUDE,INJURY_SEVERITY,AIRCRAFT_DAMAGE,AIRCRAFT_CATEGORY,MAKE,MODEL,TOTAL_FATALITIES,TOTAL_INJURIES,TOTAL_UNINJURED
GAA19CA488,8/8/2019,2019,HOLLYWOOD, FL,25.998055,-80.237777,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,152,0,0,1
CEN19LA266,8/8/2019,2019,LUBBOCK, TX,32.845833,-96.850833,NON-FATAL,,AIRPLANE,CANADAIR,CL600 2B16,0,3,7
CEN19LA258,8/8/2019,2019,NORTH GARDEN, VA,37.950556,-78.6125,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,R172,0,1,0
DCA19CA193,8/8/2019,2019,ORLANDO, FL,28.431111,81.308056,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIRBUS,A321,0,0,232
WPR19LA220,8/8/2019,2019,PHOENIX, AZ,33.315,-111.658056,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 30,0,0,2
CEN19FA259,8/8/2019,2019,SUMNER, IA,42.847777,-92.116945,FATAL(1),DESTROYED,AIRPLANE,AIR TRACTOR,AT502,1,0,0
DCA19CA198,8/8/2019,2019,TAMPA BAY, FL,27.981111,-82.533056,NON-FATAL,,AIRPLANE,AIRBUS,A320,0,1,154
WPR19FA212,8/7/2019,2019,CAMARILLO, CA,34.213889,-119.070834,FATAL(2),SUBSTANTIAL,AIRPLANE,WHEELER,EXPRESS SERIES 2000,2,0,0
CEN19LA260,8/7/2019,2019,CORTEZ, CO,37.302778,-108.628056,NON-FATAL,SUBSTANTIAL,AIRPLANE,DE HAVILLAND,DH60,0,2,0
GAA19CA490,8/7/2019,2019,PUEBLO, CO,38.29,-104.498055,NON-FATAL,SUBSTANTIAL,AIRPLANE,DIAMOND,DA20,0,0,1
DCA19CA192B,8/6/2019,2019,SAN FRANCISCO, CA,37.615278,-122.358056,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIRBUS,A320,0,0,305
DCA19CA192A,8/6/2019,2019,SAN FRANCISCO, CA,37.615278,-122.358056,NON-FATAL,MINOR,AIRPLANE,BOEING,737,0,0,305
CEN19FA253,8/6/2019,2019,COTULLA, TX,28.456667,-99.218334,FATAL(1),DESTROYED,GLIDER,JONKER SAILPLANES,JS1C,1,0,0
CEN19LA252,8/5/2019,2019,MIAMI, FL,25.6475,-80.433334,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,0,3,0
WPR19FA209,8/5/2019,2019,WOLF POINT, MT,48.435833,-105.760833,FATAL(2),DESTROYED,AIRPLANE,CESSNA,182,2,0,0
GAA19CA486,8/4/2019,2019,BAYSE, VA,38.815278,-78.770834,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,1
CEN19FA248,8/4/2019,2019,DE QUEEN, AR,34.039444,-94.423889,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,310,1,1,0
ANC19FA042,8/4/2019,2019,GIRDWOOD, AK,61.036944,-149.045277,FATAL(4),DESTROYED,AIRPLANE,PIPER,PA22-150,4,0,0
GAA19CA504,8/4/2019,2019,OAKLAND, CA,37.724167,-122.211667,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182,0,0,3
GAA19CA503,8/4/2019,2019,OCEAN CITY, MD,38.310556,-75.123889,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,1
GAA19CA480,8/4/2019,2019,WACO, NE,40.937777,-97.502222,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT502,0,0,1
GAA19CA483,8/4/2019,2019,PAULDEN, AZ,34.931667,-112.5175,NON-FATAL,SUBSTANTIAL,GLIDER,SCHLEICHER,ASW 24,0,1,0
CEN19LA257,8/3/2019,2019,JACKSONVILLE, FL,30.368889,-81.521389,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,0,0,1
CEN19FA247,8/3/2019,2019,ONTONAGAN, MI,46.699166,-89.472778,FATAL(1),DESTROYED,AIRPLANE,PIPER,PA28,1,0,0
CEN19LA249,8/3/2019,2019,SAGINAW, MI,43.404167,-83.98,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,A185,0,4,0
CEN19LA250,8/3/2019,2019,LYONS, NE,41.9375,-96.473056,NON-FATAL,SUBSTANTIAL,HELICOPTER,ROBINSON HELICOPTER COMPANY,R44 II,0,1,0
GAA19CA481,8/2/2019,2019,VANDALIA, IL,38.975278,-89.1425,NON-FATAL,SUBSTANTIAL,HELICOPTER,ROBINSON,R66,0,0,1
ANC19LA045,8/1/2019,2019,BUCKLAND, AK,65.907778,-161.926389,NON-FATAL,SUBSTANTIAL,AIRPLANE,DOUGLAS,C 118A,0,0,3
GAA19CA482,8/1/2019,2019,MANASSAS, VA,38.721111,-77.515,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 12,0,0,1
WPR19LA231,8/1/2019,2019,NOVATO, CA,38.141111,-122.555833,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,P210,0,0,2
GAA19CA484,8/1/2019,2019,HUME, NY,42.475834,-78.137222,NON-FATAL,NONE,BALLOON,CAMERON,A 210,0,1,8
DCA19CA210,7/31/2019,2019,DALLAS, TX,32.683333,-96.869167,NON-FATAL,SUBSTANTIAL,AIRPLANE,BOMBARDIER,CL600 2D24,0,0,2
GAA19CA492,7/31/2019,2019,KENAI, AK,60.589444,-152.1575,NON-FATAL,SUBSTANTIAL,AIRPLANE,DOUGLAS,DC3C,0,0,2
GAA19CA473,7/31/2019,2019,FESSENDEN, ND,47.649166,-99.629167,NON-FATAL,SUBSTANTIAL,HELICOPTER,ROBINSON,R44,0,1,0
ERA19LA239,7/30/2019,2019,CHATTANOOGA, TN,35.031667,-85.204722,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,210,0,0,3
GAA19CA474,7/30/2019,2019,CLOQUET, MN,46.701111,-92.503611,NON-FATAL,SUBSTANTIAL,AIRPLANE,CIRRUS,SR22,0,0,1
CEN19LA265,7/30/2019,2019,FAIRHOPE, AL,30.514722,-87.871945,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,0,0,2
GAA19CA471,7/30/2019,2019,FALCON, CO,38.943611,-104.570278,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,0,0,2
GAA19CA470,7/30/2019,2019,PLACERVILLE, CA,38.724167,-120.753333,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,177,0,0,1
GAA19CA475,7/30/2019,2019,THOMPSON FALLS, MT,47.776667,-115.476111,NON-FATAL,SUBSTANTIAL,AIRPLANE,AVID,AVID MARK IV,0,2,0
GAA19CA464,7/30/2019,2019,WESTMINSTER, MD,39.466945,-77.0175,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,1,0
WPR19LA213,7/29/2019,2019,ROUNDUP, MT,46.475,-108.543333,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150,0,1,0
WPR19LA204,7/29/2019,2019,VERNAL, UT,40.448333,-109.506944,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,E162,0,2,0
CEN19FA238,7/28/2019,2019,GAINESVILLE, TX,33.651111,-97.191666,FATAL(2),DESTROYED,AIRPLANE,PIPER,PA34,2,0,0
GAA19CA472,7/28/2019,2019,MT. STERLING, KY,38.058056,-83.979445,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,2
CEN19CA239,7/28/2019,2019,OSHKOSH, WI,43.954722,-88.664167,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,1
GAA19CA465,7/28/2019,2019,RICHMOND, VA,37.406389,-77.524723,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,36,0,0,1
CEN19LA251,7/27/2019,2019,CHICAGO, IL,41.783056,-87.745,NON-FATAL,SUBSTANTIAL,AIRPLANE,RYAN,NAVION,0,0,4
CEN19LA246,7/27/2019,2019,EL PASO, TX,31.807222,-106.376389,NON-FATAL,SUBSTANTIAL,AIRPLANE,SWEARINGEN,SA227,0,0,3
GAA19CA468A,7/27/2019,2019,GAITHERSBURG, MD,39.168334,-77.166111,NON-FATAL,MINOR,AIRPLANE,CESSNA,172,0,0,3
GAA19CA468B,7/27/2019,2019,GAITHERSBURG, MD,39.168334,-77.166111,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,0,0,3
CEN19LA242,7/27/2019,2019,LAKE, MI,43.772223,-84.946111,NON-FATAL,SUBSTANTIAL,AIRPLANE,ICON,A5,0,1,1
GAA19CA456,7/27/2019,2019,SPARTA, TN,36.058889,-85.527778,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA46,0,0,7
GAA19CA500,7/27/2019,2019,TOK, AK,63.329445,-142.951944,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA18,0,0,2
GAA19CA479,7/27/2019,2019,MACKAY, ID,43.853333,-113.512778,NON-FATAL,SUBSTANTIAL,GLIDER,SCHLEICHER,ASW 27,0,0,1
CEN19LA240,7/27/2019,2019,BLAIR, NE,41.564167,-96.140833,NON-FATAL,SUBSTANTIAL,HELICOPTER,ROBINSON,R44,0,1,0
GAA19CA457,7/27/2019,2019,DUKEDOM, TN,36.447777,-88.7225,NON-FATAL,SUBSTANTIAL,HELICOPTER,BELL,206,0,1,0
WPR19LA205,7/27/2019,2019,EUGENE, OR,44.121389,-123.207222,NON-FATAL,SUBSTANTIAL,HELICOPTER,MD HELICOPTER,369,0,2,0
WPR19LA226,7/26/2019,2019,FALL CITY, WA,47.559444,-121.863611,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,177RG,0,2,0
CEN19LA241,7/26/2019,2019,MITCHELL, SD,43.774723,-98.038611,NON-FATAL,SUBSTANTIAL,AIRPLANE,STODDARD-HAMILTON,GLASTAR,0,0,1
GAA19CA469,7/26/2019,2019,WURTSBORO, NY,41.597222,-74.458333,NON-FATAL,SUBSTANTIAL,GLIDER,SCHEMPP HIRTH,VENTUS 2A,0,0,1
